node,mismatch,test_seed,method,continuous_mae,direct_key_word_disagreement,direct_key_bit_disagreement,legacy_key_word_disagreement,legacy_key_bit_disagreement,recovered_image_mae,recovered_image_psnr_db,exact_recovery
2,0.0,100,PPO,0.018743318248501357,0.046875,0.024739583333333332,0.0,0.0,0.0,361.20199909921956,True
2,0.0,100,Fixed,3.800520003841181,0.734375,0.36328125,1.0,0.5,122.53352864583333,6.067882677495691,False
2,0.0,100,LQR,1.0978934975961845e-07,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,0.0,100,SMC,8.77383475502332e-08,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,0.0,101,PPO,0.0021981559866617317,0.00390625,0.00390625,0.0,0.0,0.0,361.20199909921956,True
2,0.0,101,Fixed,2.187232390721723,0.7265625,0.3763020833333333,0.75,0.5,122.53352864583333,6.067882677495691,False
2,0.0,101,LQR,2.0853046104699995e-08,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,0.0,101,SMC,2.0187750730353098e-08,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,0.0,102,PPO,0.014330965200012239,0.01953125,0.013020833333333334,0.0,0.0,0.0,361.20199909921956,True
2,0.0,102,Fixed,1.658781969594808,0.77734375,0.48046875,0.75,0.4166666666666667,69.046875,8.408542751197704,False
