method,time,message,sent_signal,recovered_message,recovery_error,x1,y1
Linear,9.3,0.03681245446205139,0.040269166231155396,0.04183099791407585,0.00501854345202446,0.003456712234765291,-0.0015618331963196397
Linear,9.35,0.012533322907984257,0.021937211975455284,0.017494067549705505,0.004960744641721249,0.009403889067471027,0.004443145357072353
Linear,9.4,-0.012533322907984257,0.0034565394744277,-0.007629710249602795,0.004903612658381462,0.015989862382411957,0.011086249724030495
Linear,9.450000000000001,-0.03681245446205139,-0.013641005381941795,-0.03196529299020767,0.0048471614718437195,0.023171449080109596,0.018324287608265877
Linear,9.5,-0.05877852439880371,-0.027873357757925987,-0.05398711562156677,0.0047914087772369385,0.030905166640877724,0.026113759726285934
Linear,9.55,-0.0770513266324997,-0.03790369629859924,-0.07231497019529343,0.004736356437206268,0.03914763033390045,0.03441127389669418
Linear,9.600000000000001,-0.09048270434141159,-0.04262673109769821,-0.0858006700873375,0.004682034254074097,0.04785597324371338,0.04317393898963928
Linear,9.65,-0.09822872281074524,-0.04124053567647934,-0.09360026568174362,0.004628457129001617,0.0569881871342659,0.05235973000526428
Linear,9.700000000000001,-0.09980267286300659,-0.03329917788505554,-0.09522703289985657,0.004575639963150024,0.06650349497795105,0.06192785128951073
Linear,9.75,-0.09510564804077148,-0.01874300092458725,-0.09058205038309097,0.0045235976576805115,0.07636264711618423,0.07183904945850372
Linear,9.8,-0.08443279564380646,0.002095460891723633,-0.07996045053005219,0.0044723451137542725,0.08652825653553009,0.08205591142177582
Linear,9.850000000000001,-0.06845471262931824,0.028510302305221558,-0.06403284519910812,0.0044218674302101135,0.0969650149345398,0.09254314750432968
Linear,9.9,-0.04817536845803261,0.05946462228894234,-0.04380316659808159,0.004372201859951019,0.10763999074697495,0.10326778888702393
Linear,9.950000000000001,-0.02486898936331272,0.09365378320217133,-0.02054564654827118,0.004323342815041542,0.1185227707028389,0.1141994297504425
Linear,10.0,-1.9594348317873706e-16,0.12958568334579468,0.004275292158126831,0.004275292158126831,0.12958568334579468,0.12531039118766785
Linear,10.05,0.02486898936331272,0.16567286849021912,0.029097050428390503,0.004228061065077782,0.14080387353897095,0.1365758180618286
Linear,10.100000000000001,0.04817536845803261,0.20033082365989685,0.05235694348812103,0.004181575030088425,0.15215545892715454,0.14797388017177582
Linear,10.15,0.06845471262931824,0.23207634687423706,0.07259060442447662,0.004135891795158386,0.16362163424491882,0.15948574244976044
Linear,10.200000000000001,0.08443279564380646,0.25961944460868835,0.0885237604379654,0.0040909647941589355,0.1751866489648819,0.17109568417072296
Linear,10.25,0.09510564804077148,0.28194355964660645,0.09915241599082947,0.004046767950057983,0.18683791160583496,0.18279114365577698
Linear,10.3,0.09980267286300659,0.2983686327934265,0.10380598902702332,0.004003316164016724,0.19856595993041992,0.1945626437664032
Linear,10.350000000000001,0.09822872281074524,0.30859309434890747,0.10218927264213562,0.003960549831390381,0.21036437153816223,0.20640382170677185
Linear,10.4,0.09048270434141159,0.31271255016326904,0.09440116584300995,0.003918461501598358,0.22222985327243805,0.2183113843202591
Linear,10.450000000000001,0.0770513266324997,0.3112133741378784,0.08092834055423737,0.003877013921737671,0.23416206240653992,0.23028503358364105
Linear,10.5,0.05877852439880371,0.30494213104248047,0.06261475384235382,0.00383622944355011,0.24616362154483795,0.24232737720012665
Linear,10.55,0.03681245446205139,0.2950524091720581,0.04060852527618408,0.0037960708141326904,0.2582399547100067,0.254443883895874
Linear,10.600000000000001,0.012533322907984257,0.2829325199127197,0.01628977060317993,0.003756447695195675,0.27039918303489685,0.2666427493095398
Linear,10.65,-0.012533322907984257,0.27011874318122864,-0.008815973997116089,0.003717348910868168,0.2826520800590515,0.2789347171783447
Linear,10.700000000000001,-0.03681245446205139,0.2581995129585266,-0.03313359618186951,0.0036788582801818848,0.295011967420578,0.2913331091403961
Linear,10.75,-0.05877852439880371,0.24871590733528137,-0.05513766407966614,0.0036408603191375732,0.3074944317340851,0.3038535714149475
Linear,10.8,-0.0770513266324997,0.24306605756282806,-0.07344795763492584,0.0036033689975738525,0.32011738419532776,0.3165140151977539
Linear,10.850000000000001,-0.09048270434141159,0.2424180507659912,-0.08691635727882385,0.003566347062587738,0.3329007625579834,0.32933440804481506
Linear,10.9,-0.09822872281074524,0.24763771891593933,-0.0946989357471466,0.003529787063598633,0.34586644172668457,0.34233665466308594
Linear,10.950000000000001,-0.09980267286300659,0.2592354714870453,-0.09630897641181946,0.003493696451187134,0.3590381443500519,0.35554444789886475
Linear,11.0,-0.09510564804077148,0.2773355543613434,-0.09164765477180481,0.003457993268966675,0.37244120240211487,0.3689832091331482
Linear,11.05,-0.08443279564380646,0.30166977643966675,-0.08100998401641846,0.0034228116273880005,0.386102557182312,0.3826797604560852
Linear,11.100000000000001,-0.06845471262931824,0.33159562945365906,-0.06506669521331787,0.003388017416000366,0.4000503420829773,0.39666232466697693
Linear,11.15,-0.04817536845803261,0.36613863706588745,-0.044821739196777344,0.0033536292612552643,0.41431400179862976,0.4109603762626648
Linear,11.200000000000001,-0.02486898936331272,0.40405502915382385,-0.021549373865127563,0.0033196154981851578,0.428924024105072,0.4256044030189514
Linear,11.25,-2.2043642023044041e-16,0.4439117908477783,0.003286033868789673,0.003286033868789673,0.4439117908477783,0.44062575697898865
Linear,11.3,0.02486898936331272,0.48417845368385315,0.02812179923057556,0.0032528098672628403,0.459309458732605,0.4560566544532776
Linear,11.350000000000001,0.04817536845803261,0.5233251452445984,0.051395416259765625,0.003220047801733017,0.4751497805118561,0.47192972898483276
Linear,11.4,0.06845471262931824,0.559920608997345,0.07164236903190613,0.0031876564025878906,0.49146589636802673,0.48827823996543884
Linear,11.450000000000001,0.08443279564380646,0.5927240252494812,0.08758842945098877,0.003155633807182312,0.5082912445068359,0.5051355957984924
Linear,11.5,0.09510564804077148,0.620765209197998,0.09822970628738403,0.003124058246612549,0.5256595611572266,0.522535502910614
Linear,11.55,0.09980267286300659,0.6434069275856018,0.10289549827575684,0.003092825412750244,0.5436042547225952,0.540511429309845
